Full Name,Name,Status,Duration,Error,Stack Trace,Steps,Parent Suite,Suite,Sub Suite,Epic,Feature,Story
"dev.reference.app.config.CorsConfigTest.apiCorsChecksOrigin","admits a configured dev server origin and rejects an unknown one","passed","76ms",,,,,"CorsConfig",,"Security","CORS",
"dev.reference.app.config.CorsConfigTest.apiCorsAllowsSameHostOrigin","admits the deployment host when Origin matches the request Host","passed","2ms",,,,,"CorsConfig",,"Security","CORS",
"dev.reference.app.config.CorsConfigTest.apiCorsAllowsOriginPatterns","applies the configured origin patterns on /api/**","passed","3ms",,,,,"CorsConfig",,"Security","CORS",
"tests.testinfra.LocalChromePinTest.applyRejectsBlankBrowserVersion","apply refuses to fall back to system Chrome","passed","2ms",,,,,"LocalChromePin",,"Test harness","LocalChromePin",
"tests.testinfra.LocalChromePinTest.applyRejectsForeignMajor","apply rejects a browserVersion from another major","passed","4ms",,,,,"LocalChromePin",,"Test harness","LocalChromePin",
"frontend-typescript-react:src/test/header-active-nav.test.ts#canonical header.js — mobile burger menu builds menu with nav, search, and github links","builds menu with nav, search, and github links","passed","30ms",,,"expect(3).toBe(3) passed (0s)
 expect(3).toBe(3) passed (0s)
  expect({}).not.toBeNull() passed (0s)
   expect([""header-menu-nav-home"",""header-menu-nav-login"",""header-menu-nav-register""]).toEqual([""header-menu-nav-home"",""header-menu-nav-login"",""header-menu-nav-register""]) passed (0s)
    expect({}).not.toBeNull() passed (0s)
     expect({}).not.toBeNull() passed (0s)
      expect({}).not.toBeNull() passed (0s)","canonical header.js — mobile burger menu","canonical header.js — mobile burger menu",,"reference-app-copy","canonical header.js — mobile burger menu",
"frontend-typescript-react:src/test/pages/HomePage.test.tsx#HomePage clears invalid session and keeps welcome hidden","clears invalid session and keeps welcome hidden","passed","40ms",,,"expect({""__reactFiber$plhk3rps6se"":{""tag"":5,""key"":null,""elementType"":""div"",""type"":""div"",""stateNode"":""[Circular]"",""return"":""[Object]"",""child"":""[Object]"",""sibling"":null,... <truncated>).not.toBeVisible() passed (4ms)
 expect(null).toBeNull() passed (0s)","HomePage","HomePage",,"reference-app-copy","HomePage",
"frontend-typescript-react:src/test/header-active-nav.test.ts#canonical header.js — mobile burger menu closes menu when a menu nav link is clicked","closes menu when a menu nav link is clicked","passed","44ms",,,"expect(3).toBe(3) passed (1ms)
 expect(3).toBe(3) passed (0s)
  expect(false).toBe(false) passed (0s)
   expect(true).toBe(true) passed (0s)","canonical header.js — mobile burger menu","canonical header.js — mobile burger menu",,"reference-app-copy","canonical header.js — mobile burger menu",
"tests.testinfra.LocalChromePinTest.configuredBrowserVersionMatchesPin","configured browserVersion stays on the pinned major","passed","3ms",,,,,"LocalChromePin",,"Test harness","LocalChromePin",
"dev.reference.app.config.SecurityChainTest.corsPreflightAllowsConfiguredOrigin","CORS preflight for /api/items answers the configured dev origin","passed","18ms",,,,,"Security chain with real JWT filter,slice",,"Security","Security chain",
"dev.reference.app.config.CorsConfigTest.corsForRequestIgnoresForeignOrigin","corsForRequest does not admit a foreign origin from another host","passed","2ms",,,,,"CorsConfig",,"Security","CORS",
"dev.reference.app.config.CorsConfigTest.corsForRequestSkipsNonApiPaths","corsForRequest ignores non-API paths and null requests","passed","2ms",,,,,"CorsConfig",,"Security","CORS",
"dev.reference.app.config.UserSeederTest.createsSeedUserWhenMissing","creates seed user when missing","passed","223ms",,,,,"UserSeeder",,"Authentication","User seeder",
"dev.reference.app.service.JwtServiceTest.tokenRoundtrip","createToken and extractUsername roundtrip","passed","4ms",,,,,"JwtService",,"Authentication","JWT",
"tests.api.AuthApiTests.deleteRemovesAccount","DELETE /api/auth/me removes the account: repeated login is rejected","passed","1s 712ms",,,"API: register user user_050fe877 passed (609ms)
 API: delete current account passed (556ms)",,"Auth API",,"Authentication","Authentication",
"dev.reference.app.controller.AuthControllerTest.deleteAccountReturnsNoContent","DELETE /api/auth/me removes the authenticated account with 204","passed","17ms",,,,,"AuthController,slice",,"Authentication","AuthController",
"dev.reference.app.controller.AuthControllerTest.deleteAccountRequiresAuthentication","DELETE /api/auth/me without token returns 401","passed","7ms",,,,,"AuthController,slice",,"Authentication","AuthController",
"dev.reference.app.service.AuthServiceTest.deleteAccountUnknownUser","deleteAccount rejects a user that no longer exists","passed","2ms",,,,,"AuthService",,"Authentication","AuthService",
"dev.reference.app.service.AuthServiceTest.deleteAccountRemovesUser","deleteAccount removes the authenticated user","passed","2ms",,,,,"AuthService",,"Authentication","AuthService",
"frontend-typescript-react:src/test/pages/HomePage.test.tsx#HomePage does not clear session after unmount when profile fetch fails","does not clear session after unmount when profile fetch fails","passed","21ms",,,"expect({""__reactFiber$plhk3rps6se"":{""tag"":5,""key"":null,""elementType"":""div"",""type"":""div"",""stateNode"":""[Circular]"",""return"":""[Object]"",""child"":""[Object]"",""sibling"":null,... <truncated>).toBeInTheDocument() passed (0s)
 expect(""stale-token"").toBe(""stale-token"") passed (0s)","HomePage","HomePage",,"reference-app-copy","HomePage",
"frontend-typescript-react:src/test/pwa/pwa-register.test.ts#pwa-register controllerchange reload does not reload on first claim (no prior controller)","does not reload on first claim (no prior controller)","passed","5ms",,,"expect([Function spy]).not.toHaveBeenCalled() passed (1ms)","pwa-register controllerchange reload","pwa-register controllerchange reload",,"reference-app-copy","pwa-register controllerchange reload",
"tests.e2e.RegisterTests.shouldShowErrorWhenUsernameIsTaken","Duplicate username shows readable error","passed","10s 230ms",,,"Open register page passed (469ms)
 Type username: user1 passed (1s 609ms)
  Type password passed (1s 397ms)
   Type confirm password passed (1s 207ms)
    Submit register form expecting validation or API error passed (2s 309ms)
     Verify error message: Username already taken passed (1s 14ms)",,"Register",,"Authentication","Register",
"dev.reference.app.repository.UserRepositoryTest.duplicateUsernameViolatesUniqueConstraint","duplicate username violates the real unique constraint (V2)","passed","23ms",,,,,"UserRepository on real PostgreSQL,slice",,"Persistence","User repository",
"tests.e2e.LoginEmbedTests.embeddedHeaderIsVisibleOnLoginPage","Embedded header is visible on login page","passed","5s 484ms",,,"Open login page passed (465ms)
 Verify embedded header is mounted passed (618ms)
  Verify login form is mounted passed (1s 579ms)
   Verify form title message: Login Form passed (598ms)",,"Login embed",,"Authentication","Login embed",
