Full Name,Name,Status,Duration,Error,Stack Trace,Steps,Parent Suite,Suite,Sub Suite,Epic,Feature,Story
"dev.reference.app.config.CorsConfigTest.apiCorsChecksOrigin","admits a configured dev server origin and rejects an unknown one","passed","78ms",,,,,"CorsConfig",,"Security","CORS",
"dev.reference.app.config.CorsConfigTest.apiCorsAllowsSameHostOrigin","admits the deployment host when Origin matches the request Host","passed","1ms",,,,,"CorsConfig",,"Security","CORS",
"dev.reference.app.config.CorsConfigTest.apiCorsAllowsOriginPatterns","applies the configured origin patterns on /api/**","passed","2ms",,,,,"CorsConfig",,"Security","CORS",
"tests.testinfra.LocalChromePinTest.applyRejectsBlankBrowserVersion","apply refuses to fall back to system Chrome","passed","1ms",,,,,"LocalChromePin",,"Test harness","LocalChromePin",
"tests.testinfra.LocalChromePinTest.applyRejectsForeignMajor","apply rejects a browserVersion from another major","passed","2ms",,,,,"LocalChromePin",,"Test harness","LocalChromePin",
"frontend-typescript-vue:src/test/header-active-nav.test.ts#canonical header.js — mobile burger menu builds menu with nav, search, and github links","builds menu with nav, search, and github links","passed","27ms",,,"expect(3).toBe(3) passed (0s)
 expect(3).toBe(3) passed (0s)
  expect({}).not.toBeNull() passed (0s)
   expect([""header-menu-nav-home"",""header-menu-nav-login"",""header-menu-nav-register""]).toEqual([""header-menu-nav-home"",""header-menu-nav-login"",""header-menu-nav-register""]) passed (0s)
    expect({}).not.toBeNull() passed (0s)
     expect({}).not.toBeNull() passed (0s)
      expect({}).not.toBeNull() passed (0s)","canonical header.js — mobile burger menu","canonical header.js — mobile burger menu",,"reference-app-copy","canonical header.js — mobile burger menu",
"frontend-typescript-angular:src/test/header-active-nav.test.ts#canonical header.js — mobile burger menu builds menu with nav, search, and github links","builds menu with nav, search, and github links","passed","20ms",,,"expect(3).toBe(3) passed (0s)
 expect(3).toBe(3) passed (0s)
  expect({}).not.toBeNull() passed (0s)
   expect([""header-menu-nav-home"",""header-menu-nav-login"",""header-menu-nav-register""]).toEqual([""header-menu-nav-home"",""header-menu-nav-login"",""header-menu-nav-register""]) passed (0s)
    expect({}).not.toBeNull() passed (0s)
     expect({}).not.toBeNull() passed (0s)
      expect({}).not.toBeNull() passed (0s)","canonical header.js — mobile burger menu","canonical header.js — mobile burger menu",,"reference-app-copy","canonical header.js — mobile burger menu",
"frontend-javascript-vue:src/test/header-active-nav.test.js#canonical header.js — mobile burger menu builds menu with nav, search, and github links","builds menu with nav, search, and github links","passed","36ms",,,"expect(3).toBe(3) passed (0s)
 expect(3).toBe(3) passed (0s)
  expect({}).not.toBeNull() passed (0s)
   expect([""header-menu-nav-home"",""header-menu-nav-login"",""header-menu-nav-register""]).toEqual([""header-menu-nav-home"",""header-menu-nav-login"",""header-menu-nav-register""]) passed (0s)
    expect({}).not.toBeNull() passed (0s)
     expect({}).not.toBeNull() passed (0s)
      expect({}).not.toBeNull() passed (0s)","canonical header.js — mobile burger menu","canonical header.js — mobile burger menu",,"reference-app-copy","canonical header.js — mobile burger menu",
"frontend-javascript-react:src/test/header-active-nav.test.js#canonical header.js — mobile burger menu builds menu with nav, search, and github links","builds menu with nav, search, and github links","passed","31ms",,,"expect(3).toBe(3) passed (0s)
 expect(3).toBe(3) passed (0s)
  expect({}).not.toBeNull() passed (0s)
   expect([""header-menu-nav-home"",""header-menu-nav-login"",""header-menu-nav-register""]).toEqual([""header-menu-nav-home"",""header-menu-nav-login"",""header-menu-nav-register""]) passed (0s)
    expect({}).not.toBeNull() passed (0s)
     expect({}).not.toBeNull() passed (0s)
      expect({}).not.toBeNull() passed (0s)","canonical header.js — mobile burger menu","canonical header.js — mobile burger menu",,"reference-app-copy,reference-app-copy","canonical header.js — mobile burger menu",
"frontend-javascript-angular:src/test/header-active-nav.test.js#canonical header.js — mobile burger menu builds menu with nav, search, and github links","builds menu with nav, search, and github links","passed","38ms",,,"expect(3).toBe(3) passed (0s)
 expect(3).toBe(3) passed (0s)
  expect({}).not.toBeNull() passed (0s)
   expect([""header-menu-nav-home"",""header-menu-nav-login"",""header-menu-nav-register""]).toEqual([""header-menu-nav-home"",""header-menu-nav-login"",""header-menu-nav-register""]) passed (0s)
    expect({}).not.toBeNull() passed (0s)
     expect({}).not.toBeNull() passed (0s)","canonical header.js — mobile burger menu","canonical header.js — mobile burger menu",,"reference-app-copy","canonical header.js — mobile burger menu",
"frontend-typescript-react:src/test/header-active-nav.test.ts#canonical header.js — mobile burger menu builds menu with nav, search, and github links","builds menu with nav, search, and github links","passed","56ms",,,"expect(3).toBe(3) passed (0s)
 expect(3).toBe(3) passed (0s)
  expect({}).not.toBeNull() passed (0s)
   expect([""header-menu-nav-home"",""header-menu-nav-login"",""header-menu-nav-register""]).toEqual([""header-menu-nav-home"",""header-menu-nav-login"",""header-menu-nav-register""]) passed (0s)
    expect({}).not.toBeNull() passed (0s)
     expect({}).not.toBeNull() passed (0s)
      expect({}).not.toBeNull() passed (0s)","canonical header.js — mobile burger menu","canonical header.js — mobile burger menu",,"reference-app-copy,reference-app-copy","canonical header.js — mobile burger menu",
"frontend-javascript-angular:src/test/pages/home.component.test.js#HomeComponent cancelling the confirm keeps the session and sends no delete request","cancelling the confirm keeps the session and sends no delete request","passed","36ms",,,"expect([Function bound ]).toHaveBeenCalledOnce() passed (0s)
 expect([]).toHaveLength(0) passed (0s)
  expect(""/"").toBe(""/"") passed (0s)
   expect(""valid-token"").toBe(""valid-token"") passed (0s)","HomeComponent","HomeComponent",,"reference-app-copy","HomeComponent",
"frontend-javascript-vue:src/test/pages/HomePage.test.js#HomePage cancelling the confirm keeps the session and sends no delete request","cancelling the confirm keeps the session and sends no delete request","passed","30ms",,,"expect([Function bound ]).toHaveBeenCalledOnce() passed (0s)
 expect([]).toHaveLength(0) passed (0s)
  expect(""/"").toBe(""/"") passed (0s)
   expect(""valid-token"").toBe(""valid-token"") passed (0s)","HomePage","HomePage",,"reference-app-copy","HomePage",
"frontend-typescript-vue:src/test/pages/HomePage.test.ts#HomePage cancelling the confirm keeps the session and sends no delete request","cancelling the confirm keeps the session and sends no delete request","passed","25ms",,,"expect([Function bound ]).toHaveBeenCalledOnce() passed (0s)
 expect([]).toHaveLength(0) passed (0s)
  expect(""/"").toBe(""/"") passed (0s)
   expect(""valid-token"").toBe(""valid-token"") passed (0s)","HomePage","HomePage",,"reference-app-copy","HomePage",
"frontend-javascript-jquery:src/test/home.test.js#home page cancelling the confirm keeps the session and sends no delete request","cancelling the confirm keeps the session and sends no delete request","passed","21ms",,,"expect([Function bound ]).toHaveBeenCalledOnce() passed (1ms)
 expect([]).toHaveLength(0) passed (0s)
  expect(""http://localhost:3000/"").not.toBe(""/login"") passed (0s)
   expect(""valid-token"").toBe(""valid-token"") passed (0s)","home page",,,"reference-app-copy",,
"frontend-typescript-react:src/test/pages/HomePage.test.tsx#HomePage cancelling the confirm keeps the session and sends no delete request","cancelling the confirm keeps the session and sends no delete request","passed","43ms",,,"expect({""__reactFiber$x75ctkw1a67"":{""tag"":5,""key"":null,""elementType"":""div"",""type"":""div"",""stateNode"":""[Circular]"",""return"":""[Object]"",""child"":""[Object]"",""sibling"":null,... <truncated>).toBeInTheDocument() passed (0s)
 expect([Function bound ]).toHaveBeenCalledOnce() passed (0s)
  expect([]).toHaveLength(0) passed (1ms)
   expect(null).not.toBeInTheDocument() passed (0s)
    expect(""valid-token"").toBe(""valid-token"") passed (0s)","HomePage","HomePage",,"reference-app-copy,reference-app-copy","HomePage",
"frontend-typescript-vanilla:src/test/pages/home.test.ts#home page cancelling the confirm keeps the session and sends no delete request","cancelling the confirm keeps the session and sends no delete request","passed","21ms",,,"expect({}).toBeVisible() passed (3ms)
 expect([Function bound ]).toHaveBeenCalledOnce() passed (0s)
  expect([]).toHaveLength(0) passed (0s)
   expect("""").toBe("""") passed (0s)
    expect(""valid-token"").toBe(""valid-token"") passed (0s)","home page","home page",,"reference-app-copy","home page",
"frontend-javascript-react:src/test/pages/HomePage.test.jsx#HomePage cancelling the confirm keeps the session and sends no delete request","cancelling the confirm keeps the session and sends no delete request","passed","31ms",,,"expect({""__reactFiber$gkjkeq4kkd5"":{""tag"":5,""key"":null,""elementType"":""div"",""type"":""div"",""stateNode"":""[Circular]"",""return"":""[Object]"",""child"":""[Object]"",""sibling"":null,... <truncated>).toBeInTheDocument() passed (1ms)
 expect([Function bound ]).toHaveBeenCalledOnce() passed (0s)
  expect([]).toHaveLength(0) passed (0s)
   expect(null).not.toBeInTheDocument() passed (0s)
    expect(""valid-token"").toBe(""valid-token"") passed (0s)","HomePage","HomePage",,"reference-app-copy,reference-app-copy","HomePage",
"frontend-typescript-angular:src/test/pages/home.component.test.ts#HomePage cancelling the confirm keeps the session and sends no delete request","cancelling the confirm keeps the session and sends no delete request","passed","29ms",,,"expect([Function Mock]).toHaveBeenCalledOnce() passed (0s)
 expect([]).toHaveLength(0) passed (0s)
  expect(""/"").toBe(""/"") passed (0s)
   expect(""valid-token"").toBe(""valid-token"") passed (0s)","HomePage","HomePage",,"reference-app-copy","HomePage",
"frontend-typescript-jquery:src/test/home.test.ts#home cancelling the confirm keeps the session and sends no delete request","cancelling the confirm keeps the session and sends no delete request","passed","59ms",,,"expect(null).not.toBeNull() failed (0s)
 expect({}).not.toBeNull() passed (0s)
  expect(""Welcome, user1!"").toBe(""Welcome, user1!"") passed (0s)
   expect([Function bound ]).toHaveBeenCalledOnce() passed (0s)
    expect([]).toHaveLength(0) passed (1ms)
     expect(""http://localhost/"").toBe(""http://localhost/"") passed (0s)
      expect(""valid-token"").toBe(""valid-token"") passed (0s)","home",,,"reference-app-copy",,
"frontend-typescript-vanilla:src/test/lib/header.test.ts#headerConfigFor carries the nav testids the Selenide header page object needs","carries the nav testids the Selenide header page object needs","passed","4ms",,,"expect([""header-nav-home"",""header-nav-login"",""header-nav-register""]).toEqual([""header-nav-home"",""header-nav-login"",""header-nav-register""]) passed (1ms)","headerConfigFor","headerConfigFor",,"reference-app-copy","headerConfigFor",
"frontend-typescript-vanilla:src/test/pages/home.test.ts#home page clears an invalid session and keeps the panel hidden","clears an invalid session and keeps the panel hidden","passed","22ms",,,"expect(null).toBeNull() passed (0s)
 expect({}).not.toBeVisible() passed (9ms)","home page","home page",,"reference-app-copy","home page",
"frontend-typescript-jquery:src/test/home.test.ts#home clears an invalid session and keeps the session panel hidden","clears an invalid session and keeps the session panel hidden","passed","62ms",,,"expect(null).not.toBeNull() failed (0s)
 expect({}).not.toBeNull() passed (0s)
  expect(null).toBeNull() passed (0s)
   expect(true).toBe(true) passed (0s)
    expect("""").toBe("""") passed (0s)","home",,,"reference-app-copy",,
"frontend-javascript-angular:src/test/pages/home.component.test.js#HomeComponent clears an invalid session and keeps the welcome panel hidden","clears an invalid session and keeps the welcome panel hidden","passed","23ms",,,"expect(""bad-token"").toBeNull() failed (0s)
 expect(null).toBeNull() passed (0s)
  expect({""__ngContext__"":182}).not.toBeVisible() passed (10ms)","HomeComponent","HomeComponent",,"reference-app-copy","HomeComponent",
"frontend-javascript-vue:src/test/pages/HomePage.test.js#HomePage clears an invalid session and keeps the welcome panel hidden","clears an invalid session and keeps the welcome panel hidden","passed","67ms",,,"expect(""bad-token"").toBeNull() failed (0s)
 expect(""bad-token"").toBeNull() failed (0s)
  expect(null).toBeNull() passed (0s)
   expect({}).not.toBeVisible() passed (5ms)","HomePage","HomePage",,"reference-app-copy","HomePage",
"frontend-typescript-vue:src/test/pages/HomePage.test.ts#HomePage clears an invalid session and keeps the welcome panel hidden","clears an invalid session and keeps the welcome panel hidden","passed","63ms",,,"expect(""bad-token"").toBeNull() failed (0s)
 expect(""bad-token"").toBeNull() failed (0s)
  expect(null).toBeNull() passed (1ms)
   expect({}).not.toBeVisible() passed (4ms)","HomePage","HomePage",,"reference-app-copy","HomePage",
"frontend-javascript-jquery:src/test/home.test.js#home page clears an invalid session and keeps the welcome panel hidden","clears an invalid session and keeps the welcome panel hidden","passed","25ms",,,"expect(null).toBeNull() passed (0s)
 expect({}).not.toBeVisible() passed (7ms)","home page",,,"reference-app-copy",,
